5wir_C.pdb	5wir_C.pdb
2azm_A.pdb	7e32_A.pdb
2azm_A.pdb	6n4b_A.pdb
2azm_A.pdb	6os9_A.pdb
2azm_A.pdb	6kpf_A.pdb
2azm_A.pdb	7e33_A.pdb
2azm_A.pdb	7e2x_A.pdb
2azm_A.pdb	7jvr_A.pdb
2azm_A.pdb	7jvq_A.pdb
2azm_A.pdb	6wzg_A.pdb
2azm_A.pdb	7kh0_A.pdb
2azm_A.pdb	6p9x_A.pdb
2azm_A.pdb	6uva_A.pdb
2azm_A.pdb	6wlw_0.pdb
2azm_A.pdb	4y97_B.pdb
2azm_A.pdb	3f7p_C.pdb
2azm_A.pdb	5y6l_D.pdb
2azm_A.pdb	7cz5_A.pdb
2azm_A.pdb	2i9b_E.pdb
2azm_A.pdb	7cx2_A.pdb
2azm_A.pdb	7cfm_A.pdb
2azm_A.pdb	4uda_A.pdb
2azm_A.pdb	5jjm_A.pdb
2azm_A.pdb	4oed_A.pdb
2azm_A.pdb	1t5z_A.pdb
2azm_A.pdb	2z4j_A.pdb
2azm_A.pdb	3l3x_A.pdb
2azm_A.pdb	1m2z_A.pdb
2azm_A.pdb	4oar_A.pdb
2azm_A.pdb	3bqd_A.pdb
2azm_A.pdb	7mbx_A.pdb
2azm_A.pdb	6y44_A.pdb
2azm_A.pdb	4jc3_A.pdb
2azm_A.pdb	6qiu_A.pdb
2azm_A.pdb	4dau_A.pdb
2azm_A.pdb	4fl5_A.pdb
2azm_A.pdb	6ylu_A.pdb
2azm_A.pdb	6y3r_A.pdb
2azm_A.pdb	6y3o_A.pdb
2azm_A.pdb	5myc_A.pdb
2azm_A.pdb	6zcj_A.pdb
2azm_A.pdb	4qli_A.pdb
2azm_A.pdb	6j8y_C.pdb
2azm_A.pdb	3g65_B.pdb
2azm_A.pdb	3a4u_A.pdb
2azm_A.pdb	2ve7_C.pdb
2azm_A.pdb	3buw_B.pdb
2azm_A.pdb	3bun_B.pdb
2azm_A.pdb	5hky_A.pdb
2azm_A.pdb	3buo_B.pdb
2azm_A.pdb	3bux_B.pdb
2azm_A.pdb	1nfi_E.pdb
2azm_A.pdb	2a1t_S.pdb
2azm_A.pdb	2a1u_B.pdb
2azm_A.pdb	3am7_A.pdb
2azm_A.pdb	1a22_A.pdb
2azm_A.pdb	1bp3_A.pdb
2azm_A.pdb	6pog_B.pdb
2azm_A.pdb	5mr4_C.pdb
2azm_A.pdb	4bvy_B.pdb
2azm_A.pdb	5y6l_B.pdb
2azm_A.pdb	4bxo_B.pdb
2azm_A.pdb	3hr4_A.pdb
2azm_A.pdb	6wlw_U.pdb
2azm_A.pdb	7ae1_G.pdb
2azm_A.pdb	6zp4_K.pdb
2azm_A.pdb	4bxo_A.pdb
2azm_A.pdb	6ucc_A.pdb
2azm_A.pdb	4md4_A.pdb
2azm_A.pdb	4y19_A.pdb
2azm_A.pdb	6biz_A.pdb
2azm_A.pdb	4e41_A.pdb
2azm_A.pdb	1aqd_A.pdb
2azm_A.pdb	3l6f_A.pdb
2azm_A.pdb	4x5w_A.pdb
2azm_A.pdb	6bix_A.pdb
2azm_A.pdb	1fv1_A.pdb
2azm_A.pdb	6biy_A.pdb
2azm_A.pdb	3s5l_A.pdb
2azm_A.pdb	4md5_A.pdb
2azm_A.pdb	3c5j_A.pdb
2azm_A.pdb	4is6_A.pdb
2azm_A.pdb	5ni9_A.pdb
2azm_A.pdb	4p4k_A.pdb
2azm_A.pdb	6v1a_A.pdb
2azm_A.pdb	4fqx_A.pdb
2azm_A.pdb	1zgl_A.pdb
2azm_A.pdb	6nix_A.pdb
2azm_A.pdb	3shv_A.pdb
2azm_A.pdb	5osi_A.pdb
2azm_A.pdb	5gtu_A.pdb
2azm_A.pdb	2qyf_B.pdb
2azm_A.pdb	4m92_A.pdb
2azm_A.pdb	4m91_A.pdb
2vdo_C.pdb	2vdo_C.pdb
6hep_E.pdb	6hep_E.pdb
6do3_C.pdb	6do3_C.pdb
4p3w_A.pdb	4p3w_A.pdb
4p3w_A.pdb	5xuy_A.pdb
4hsu_B.pdb	4hsu_B.pdb
4hsu_B.pdb	4gus_B.pdb
3k1r_B.pdb	3k1r_B.pdb
3k1r_B.pdb	4y5o_A.pdb
5gmv_C.pdb	5gmv_C.pdb
4ifi_B.pdb	4ifi_B.pdb
3ubw_P.pdb	3ubw_P.pdb
5d3e_C.pdb	5d3e_C.pdb
4ay9_B.pdb	4ay9_B.pdb
4ay9_B.pdb	2nll_B.pdb
4ay9_B.pdb	5aul_A.pdb
4ay9_B.pdb	7cio_A.pdb
4ay9_B.pdb	1hcn_B.pdb
4ay9_B.pdb	4n6o_B.pdb
4ay9_B.pdb	6zvh_i.pdb
4ay9_B.pdb	2aw2_A.pdb
4ay9_B.pdb	5vxz_C.pdb
4ay9_B.pdb	2b5i_A.pdb
4ay9_B.pdb	5m5e_D.pdb
4ay9_B.pdb	6fyh_A.pdb
4ay9_B.pdb	6fx4_A.pdb
4ay9_B.pdb	5uq2_B.pdb
4ay9_B.pdb	2ik8_B.pdb
4ay9_B.pdb	2ode_B.pdb
4ay9_B.pdb	2gtp_C.pdb
4ay9_B.pdb	2jjs_A.pdb
5o9s_C.pdb	5o9s_C.pdb
3ejh_A.pdb	3ejh_A.pdb
3ejh_A.pdb	4dbg_A.pdb
3ejh_A.pdb	4fxw_A.pdb
5d6y_a.pdb	5d6y_a.pdb
7ndy_G.pdb	7ndy_G.pdb
4h10_A.pdb	4h10_A.pdb
4hx1_C.pdb	4hx1_C.pdb
4y6l_C.pdb	4y6l_C.pdb
1tu3_F.pdb	1tu3_F.pdb
1tu3_F.pdb	3tq7_A.pdb
1tu3_F.pdb	3tq7_B.pdb
3sou_A.pdb	3sou_A.pdb
3sou_A.pdb	3t6r_A.pdb
3b1m_B.pdb	3b1m_B.pdb
3b1m_B.pdb	6kxx_B.pdb
3b1m_B.pdb	3sp6_B.pdb
2iuh_B.pdb	2iuh_B.pdb
5ou9_C.pdb	5ou9_C.pdb
5lpn_A.pdb	5lpn_A.pdb
5lpn_A.pdb	4d0g_A.pdb
5lpn_A.pdb	1z0k_A.pdb
5lpn_A.pdb	2x1w_L.pdb
5lpn_A.pdb	3qbt_A.pdb
5lpn_A.pdb	7lwb_A.pdb
5lpn_A.pdb	6zsi_A.pdb
5lpn_A.pdb	7cq5_A.pdb
5lpn_A.pdb	1yhn_A.pdb
5lpn_A.pdb	6wcw_B.pdb
5lpn_A.pdb	6iyb_A.pdb
5lpn_A.pdb	4cym_A.pdb
5lpn_A.pdb	6if2_B.pdb
5lpn_A.pdb	6if3_B.pdb
5lpn_A.pdb	6ekk_C.pdb
5lpn_A.pdb	3tw8_B.pdb
5lpn_A.pdb	3bbp_A.pdb
5lpn_A.pdb	4uj3_A.pdb
5lpn_A.pdb	5c46_F.pdb
5lpn_A.pdb	4lx0_A.pdb
5lpn_A.pdb	5jcz_A.pdb
5lpn_A.pdb	3mjh_A.pdb
5lpn_A.pdb	3tso_A.pdb
5lpn_A.pdb	1tu3_A.pdb
5lpn_A.pdb	1i2m_A.pdb
5lpn_A.pdb	1k5d_A.pdb
5lpn_A.pdb	5cll_A.pdb
5lpn_A.pdb	2ot3_B.pdb
5lpn_A.pdb	1cxz_A.pdb
5lpn_A.pdb	4xoi_A.pdb
5lpn_A.pdb	4d0n_A.pdb
5lpn_A.pdb	6r3v_B.pdb
5lpn_A.pdb	3kz1_E.pdb
5lpn_A.pdb	3msx_A.pdb
5lpn_A.pdb	4xh9_B.pdb
5lpn_A.pdb	1s1c_A.pdb
5lpn_A.pdb	1xqs_C.pdb
5lpn_A.pdb	2ngr_A.pdb
5lpn_A.pdb	2nz8_A.pdb
5lpn_A.pdb	1hh4_A.pdb
5lpn_A.pdb	1e96_A.pdb
5lpn_A.pdb	1ki1_A.pdb
5lpn_A.pdb	4yon_B.pdb
5lpn_A.pdb	2fju_A.pdb
5lpn_A.pdb	5qqj_A.pdb
5lpn_A.pdb	1ds6_A.pdb
5lpn_A.pdb	6tkz_C.pdb
5lpn_A.pdb	2wm9_B.pdb
5lpn_A.pdb	2yin_C.pdb
5lpn_A.pdb	5cjp_A.pdb
5lpn_A.pdb	2qme_A.pdb
5lpn_A.pdb	1i4d_D.pdb
5lpn_A.pdb	2ov2_A.pdb
5lpn_A.pdb	3bji_C.pdb
5lpn_A.pdb	2odb_A.pdb
5lpn_A.pdb	5upl_B.pdb
5lpn_A.pdb	4dx8_A.pdb
5lpn_A.pdb	5xoc_B.pdb
5lpn_A.pdb	1om9_A.pdb
5lpn_A.pdb	1p4u_A.pdb
5lpn_A.pdb	6zrn_A.pdb
5lpn_A.pdb	2d07_A.pdb
5lpn_A.pdb	1wyw_A.pdb
5lpn_A.pdb	6khs_A.pdb
5lpn_A.pdb	6zxe_x.pdb
5lpn_A.pdb	3t5g_A.pdb
5lpn_A.pdb	6epo_R.pdb
5lpn_A.pdb	2c5l_A.pdb
5lpn_A.pdb	7c41_A.pdb
5lpn_A.pdb	7jhp_A.pdb
5lpn_A.pdb	5tb5_A.pdb
5lpn_A.pdb	4k81_B.pdb
5lpn_A.pdb	1he8_B.pdb
5lpn_A.pdb	1wq1_R.pdb
5lpn_A.pdb	6v6f_C.pdb
5lpn_A.pdb	6xgv_A.pdb
5lpn_A.pdb	3qq8_A.pdb
5lpn_A.pdb	5glf_A.pdb
5lpn_A.pdb	5b6c_A.pdb
5lpn_A.pdb	3tiw_A.pdb
5lpn_A.pdb	5epp_A.pdb
5lpn_A.pdb	5x4l_A.pdb
5lpn_A.pdb	5kho_C.pdb
5lpn_A.pdb	4hdo_B.pdb
5lpn_A.pdb	3kuc_A.pdb
5lpn_A.pdb	3lbx_B.pdb
5lpn_A.pdb	6wlz_G.pdb
5lpn_A.pdb	7ae1_P.pdb
5lpn_A.pdb	6itu_A.pdb
5lpn_A.pdb	7of0_g.pdb
5lpn_A.pdb	7l3l_A.pdb
5lpn_A.pdb	3l9j_C.pdb
5lpn_A.pdb	3cki_B.pdb
5lpn_A.pdb	3ma2_B.pdb
5lpn_A.pdb	2j0t_D.pdb
5lpn_A.pdb	5v1z_A.pdb
5lpn_A.pdb	1oqe_A.pdb
5lpn_A.pdb	1oqd_A.pdb
5lpn_A.pdb	6id1_N.pdb
5lpn_A.pdb	3k51_A.pdb
5lpn_A.pdb	4msv_A.pdb
5lpn_A.pdb	2h32_B.pdb
5lpn_A.pdb	1tnr_A.pdb
5lpn_A.pdb	5qqj_B.pdb
5lpn_A.pdb	5cir_A.pdb
5lpn_A.pdb	1du3_D.pdb
5lpn_A.pdb	3bpl_A.pdb
5lpn_A.pdb	1iar_A.pdb
5lpn_A.pdb	3d5o_F.pdb
5lpn_A.pdb	5f6k_C.pdb
5lpn_A.pdb	4dx8_H.pdb
5lpn_A.pdb	6ehr_G.pdb
5lpn_A.pdb	7of7_x.pdb
5lpn_A.pdb	4kax_B.pdb
5lpn_A.pdb	2g45_A.pdb
5lpn_A.pdb	4dri_A.pdb
5lpn_A.pdb	4drj_A.pdb
5lpn_A.pdb	5fu6_C.pdb
5lpn_A.pdb	6brb_A.pdb
5lpn_A.pdb	3ql9_A.pdb
5lpn_A.pdb	4cym_D.pdb
5lpn_A.pdb	7kpb_A.pdb
5lpn_A.pdb	3l9j_T.pdb
5lpn_A.pdb	3alq_A.pdb
5lpn_A.pdb	4kgq_A.pdb
5lpn_A.pdb	4rsu_A.pdb
5d7f_A.pdb	5d7f_A.pdb
5d7f_A.pdb	4ybh_B.pdb
5d7f_A.pdb	5lpu_C.pdb
5d7f_A.pdb	4ggf_A.pdb
5d7f_A.pdb	4ggf_C.pdb
5d7f_A.pdb	4ftg_A.pdb
5d7f_A.pdb	4hre_E.pdb
5d7f_A.pdb	4hrh_A.pdb
5d7f_A.pdb	3ex7_B.pdb
5d7f_A.pdb	4jqw_A.pdb
1efx_C.pdb	1efx_C.pdb
1om9_P.pdb	1om9_P.pdb
4tkn_D.pdb	4tkn_D.pdb
5e8f_D.pdb	5e8f_D.pdb
1juq_E.pdb	1juq_E.pdb
7o9m_l.pdb	7o9m_l.pdb
1t5z_B.pdb	1t5z_B.pdb
1t5z_B.pdb	5jek_C.pdb
5xzx_B.pdb	5xzx_B.pdb
4dx9_6.pdb	4dx9_6.pdb
7bqv_B.pdb	7bqv_B.pdb
4gow_A.pdb	4gow_A.pdb
1fv1_C.pdb	1fv1_C.pdb
2vzg_A.pdb	2vzg_A.pdb
4jc3_B.pdb	4jc3_B.pdb
2ybf_B.pdb	2ybf_B.pdb
1m5n_Q.pdb	1m5n_Q.pdb
4oed_B.pdb	4oed_B.pdb
7ako_C.pdb	7ako_C.pdb
5xwr_C.pdb	5xwr_C.pdb
3sf4_D.pdb	3sf4_D.pdb
7of0_q.pdb	7of0_q.pdb
5eof_A.pdb	5eof_A.pdb
5eof_A.pdb	5x4l_C.pdb
5eof_A.pdb	1rv6_X.pdb
5eof_A.pdb	1qty_T.pdb
5eof_A.pdb	3qj6_A.pdb
5eof_A.pdb	6iit_A.pdb
5eof_A.pdb	5lsi_E.pdb
1yk0_E.pdb	1yk0_E.pdb
1yk0_E.pdb	1yk1_E.pdb
1yk0_E.pdb	1jdp_H.pdb
6csu_B.pdb	6csu_B.pdb
3q1i_E.pdb	3q1i_E.pdb
5gtu_B.pdb	5gtu_B.pdb
5gtu_B.pdb	5ixi_B.pdb
3bin_B.pdb	3bin_B.pdb
3uxg_B.pdb	3uxg_B.pdb
3uxg_B.pdb	3v31_B.pdb
3efo_C.pdb	3efo_C.pdb
4c4k_T.pdb	4c4k_T.pdb
4c4k_T.pdb	2wp3_T.pdb
4c4k_T.pdb	4c4k_O.pdb
4c4k_T.pdb	2wp3_O.pdb
4c4k_T.pdb	4rhw_E.pdb
4c4k_T.pdb	2v9t_A.pdb
4c4k_T.pdb	4h5s_A.pdb
3uip_D.pdb	3uip_D.pdb
3uip_D.pdb	3uin_D.pdb
2ypa_B.pdb	2ypa_B.pdb
2ypa_B.pdb	3m0d_C.pdb
2ypa_B.pdb	5h07_C.pdb
3ewt_E.pdb	3ewt_E.pdb
5gjh_B.pdb	5gjh_B.pdb
2clr_C.pdb	2clr_C.pdb
4quu_B.pdb	4quu_B.pdb
5xpt_B.pdb	5xpt_B.pdb
3ayu_B.pdb	3ayu_B.pdb
6k3a_B.pdb	6k3a_B.pdb
6d1u_D.pdb	6d1u_D.pdb
7of0_V.pdb	7of0_V.pdb
2ff3_C.pdb	2ff3_C.pdb
1qgk_B.pdb	1qgk_B.pdb
1qgk_B.pdb	7of0_2.pdb
6eww_E.pdb	6eww_E.pdb
6b27_G.pdb	6b27_G.pdb
5vau_E.pdb	5vau_E.pdb
5vau_E.pdb	2p1l_B.pdb
3bhb_C.pdb	3bhb_C.pdb
1ktz_A.pdb	1ktz_A.pdb
1ktz_A.pdb	6wlz_K.pdb
1ktz_A.pdb	6o9b_B.pdb
1ktz_A.pdb	3am8_C.pdb
1ktz_A.pdb	3vh8_B.pdb
1ktz_A.pdb	1a6z_B.pdb
1ktz_A.pdb	5j1a_B.pdb
1ktz_A.pdb	1akj_B.pdb
1ktz_A.pdb	6c09_B.pdb
1ktz_A.pdb	2h26_B.pdb
1ktz_A.pdb	5bxf_B.pdb
1ktz_A.pdb	6pag_B.pdb
1ktz_A.pdb	6pud_B.pdb
1ktz_A.pdb	1zt4_B.pdb
1ktz_A.pdb	6at5_B.pdb
1ktz_A.pdb	2dyp_B.pdb
1ktz_A.pdb	5iue_B.pdb
1ktz_A.pdb	6z9u_A.pdb
1h2m_S.pdb	1h2m_S.pdb
4zi1_B.pdb	4zi1_B.pdb
5ni9_C.pdb	5ni9_C.pdb
5ywr_B.pdb	5ywr_B.pdb
3zke_B.pdb	3zke_B.pdb
4jol_E.pdb	4jol_E.pdb
3mrk_P.pdb	3mrk_P.pdb
2z5k_B.pdb	2z5k_B.pdb
7lwb_D.pdb	7lwb_D.pdb
3bun_A.pdb	3bun_A.pdb
1jwg_C.pdb	1jwg_C.pdb
1jwg_C.pdb	1lf8_E.pdb
7lrc_A.pdb	7lrc_A.pdb
2okr_C.pdb	2okr_C.pdb
4nxq_D.pdb	4nxq_D.pdb
3k6g_D.pdb	3k6g_D.pdb
6uva_E.pdb	6uva_E.pdb
3fga_D.pdb	3fga_D.pdb
3fga_D.pdb	3mmy_B.pdb
4zri_C.pdb	4zri_C.pdb
5gsa_C.pdb	5gsa_C.pdb
2jf1_T.pdb	2jf1_T.pdb
5svh_B.pdb	5svh_B.pdb
3mqr_B.pdb	3mqr_B.pdb
4md5_C.pdb	4md5_C.pdb
2vif_P.pdb	2vif_P.pdb
6ha6_D.pdb	6ha6_D.pdb
6ha6_D.pdb	6hl6_S.pdb
4d07_B.pdb	4d07_B.pdb
6du3_C.pdb	6du3_C.pdb
5awt_B.pdb	5awt_B.pdb
1czz_D.pdb	1czz_D.pdb
7ae1_K.pdb	7ae1_K.pdb
7ae1_K.pdb	4h6j_B.pdb
7ae1_K.pdb	2aze_B.pdb
7ae1_K.pdb	6ghd_B.pdb
7ae1_K.pdb	7dvq_Z.pdb
3bqo_B.pdb	3bqo_B.pdb
4roj_D.pdb	4roj_D.pdb
3c5j_C.pdb	3c5j_C.pdb
3vrj_C.pdb	3vrj_C.pdb
1n0w_B.pdb	1n0w_B.pdb
6uva_P.pdb	6uva_P.pdb
3ktr_B.pdb	3ktr_B.pdb
4igk_C.pdb	4igk_C.pdb
3uly_B.pdb	3uly_B.pdb
7b1f_C.pdb	7b1f_C.pdb
6gwj_D.pdb	6gwj_D.pdb
6j8o_C.pdb	6j8o_C.pdb
6pte_C.pdb	6pte_C.pdb
5vif_B.pdb	5vif_B.pdb
6trw_D.pdb	6trw_D.pdb
4edn_K.pdb	4edn_K.pdb
3d9u_A.pdb	3d9u_A.pdb
3d9u_A.pdb	6w7o_C.pdb
3d9u_A.pdb	1g73_C.pdb
3d9u_A.pdb	1nw9_A.pdb
3d9u_A.pdb	3m0d_D.pdb
3d9u_A.pdb	4zrp_C.pdb
3d9u_A.pdb	7of0_k.pdb
3d9u_A.pdb	1wmh_A.pdb
3d9u_A.pdb	6vax_B.pdb
3d9u_A.pdb	6ehr_E.pdb
2aze_C.pdb	2aze_C.pdb
2xze_Q.pdb	2xze_Q.pdb
5jlb_B.pdb	5jlb_B.pdb
5jlb_B.pdb	5v22_B.pdb
3cqw_C.pdb	3cqw_C.pdb
3cqw_C.pdb	1o6k_C.pdb
4yr8_B.pdb	4yr8_B.pdb
4yr8_B.pdb	6mib_B.pdb
4yr8_B.pdb	2vzg_B.pdb
4yr8_B.pdb	4edn_A.pdb
4m91_B.pdb	4m91_B.pdb
5x8q_B.pdb	5x8q_B.pdb
5x8q_B.pdb	3r29_C.pdb
5x8q_B.pdb	4wvd_C.pdb
5x8q_B.pdb	6oni_D.pdb
5x8q_B.pdb	1kkq_E.pdb
5qu2_A.pdb	5qu2_A.pdb
5qu2_A.pdb	4wy4_A.pdb
5qu2_A.pdb	1m27_C.pdb
5qu2_A.pdb	4jol_A.pdb
3jpx_B.pdb	3jpx_B.pdb
3v30_B.pdb	3v30_B.pdb
2jf1_A.pdb	2jf1_A.pdb
2jf1_A.pdb	3isw_A.pdb
2jf1_A.pdb	4f52_B.pdb
2jf1_A.pdb	3dpl_R.pdb
2jf1_A.pdb	1fyr_A.pdb
2jf1_A.pdb	3wa4_A.pdb
2jf1_A.pdb	5gjh_A.pdb
2jf1_A.pdb	3n1q_C.pdb
2jf1_A.pdb	4csr_B.pdb
2jf1_A.pdb	3gj9_A.pdb
2jf1_A.pdb	1mfg_A.pdb
2jf1_A.pdb	3nfl_A.pdb
2jf1_A.pdb	4g69_A.pdb
2jf1_A.pdb	4xhu_B.pdb
2jf1_A.pdb	2fmm_E.pdb
2jf1_A.pdb	7ae1_Q.pdb
2jf1_A.pdb	6b27_A.pdb
2jf1_A.pdb	4jjq_A.pdb
2jf1_A.pdb	3mqr_A.pdb
2jf1_A.pdb	4kg9_A.pdb
2jf1_A.pdb	3mqs_C.pdb
2jf1_A.pdb	5mr4_A.pdb
2jf1_A.pdb	1a4y_B.pdb
2jf1_A.pdb	6mye_A.pdb
2jf1_A.pdb	1m27_A.pdb
2jf1_A.pdb	1d4t_A.pdb
2jf1_A.pdb	3n7p_D.pdb
2jf1_A.pdb	5kho_A.pdb
2jf1_A.pdb	3n7p_A.pdb
2jf1_A.pdb	3h7h_B.pdb
2jf1_A.pdb	1mr1_C.pdb
2jf1_A.pdb	6vme_E.pdb
2jf1_A.pdb	1jmt_A.pdb
5ex3_D.pdb	5ex3_D.pdb
6trw_A.pdb	6trw_A.pdb
6trw_A.pdb	2z5k_A.pdb
6trw_A.pdb	4fq3_A.pdb
6trw_A.pdb	5w6v_A.pdb
6trw_A.pdb	1qgk_A.pdb
6trw_A.pdb	2qna_A.pdb
6trw_A.pdb	5vaq_A.pdb
6trw_A.pdb	6igx_B.pdb
6trw_A.pdb	4byf_A.pdb
6trw_A.pdb	1kfu_L.pdb
6trw_A.pdb	5i25_A.pdb
6trw_A.pdb	6zmt_u.pdb
6trw_A.pdb	2fju_B.pdb
6trw_A.pdb	2nut_A.pdb
6trw_A.pdb	6c9m_A.pdb
6trw_A.pdb	1nql_A.pdb
6trw_A.pdb	5wb7_A.pdb
6trw_A.pdb	1mox_A.pdb
6trw_A.pdb	5wb8_A.pdb
6trw_A.pdb	5e33_A.pdb
6trw_A.pdb	6iyc_A.pdb
6trw_A.pdb	6wlz_A.pdb
6trw_A.pdb	1he8_A.pdb
6trw_A.pdb	7cq5_C.pdb
6b9x_A.pdb	6b9x_A.pdb
5myc_P.pdb	5myc_P.pdb
1k3a_B.pdb	1k3a_B.pdb
1a22_B.pdb	1a22_B.pdb
1a22_B.pdb	3d48_R.pdb
1a22_B.pdb	1bp3_B.pdb
1a22_B.pdb	4qqi_A.pdb
1a22_B.pdb	3uxg_A.pdb
1a22_B.pdb	3v31_A.pdb
1a22_B.pdb	3v30_A.pdb
1a22_B.pdb	6abo_A.pdb
1a22_B.pdb	4iyp_A.pdb
1a22_B.pdb	1ik9_A.pdb
1a22_B.pdb	5fuc_C.pdb
1a22_B.pdb	5jke_A.pdb
1a22_B.pdb	5hvq_D.pdb
1a22_B.pdb	2bo9_B.pdb
1a22_B.pdb	5iso_B.pdb
1a22_B.pdb	5ezv_B.pdb
1a22_B.pdb	6zp4_p.pdb
1a22_B.pdb	6zxe_B.pdb
1a22_B.pdb	3bej_A.pdb
1a22_B.pdb	5q0i_A.pdb
1a22_B.pdb	6a5z_A.pdb
1a22_B.pdb	4wvd_A.pdb
1a22_B.pdb	6zxg_D.pdb
1a22_B.pdb	6zvh_D.pdb
1a22_B.pdb	6wlz_H.pdb
1a22_B.pdb	5gqq_A.pdb
4uu5_A.pdb	4uu5_A.pdb
3f6k_N.pdb	3f6k_N.pdb
3p4f_B.pdb	3p4f_B.pdb
6zrn_C.pdb	6zrn_C.pdb
3wsr_C.pdb	3wsr_C.pdb
3buw_A.pdb	3buw_A.pdb
1jmt_B.pdb	1jmt_B.pdb
2xs0_B.pdb	2xs0_B.pdb
6tqs_G.pdb	6tqs_G.pdb
3rnm_E.pdb	3rnm_E.pdb
6wlw_V.pdb	6wlw_V.pdb
3gs2_B.pdb	3gs2_B.pdb
6key_B.pdb	6key_B.pdb
3tzd_T.pdb	3tzd_T.pdb
6pxc_U.pdb	6pxc_U.pdb
2i32_E.pdb	2i32_E.pdb
6uuq_B.pdb	6uuq_B.pdb
1ybo_C.pdb	1ybo_C.pdb
4hkc_B.pdb	4hkc_B.pdb
1zjd_B.pdb	1zjd_B.pdb
1zjd_B.pdb	4isn_B.pdb
1zjd_B.pdb	1yc0_I.pdb
1zjd_B.pdb	6p8f_C.pdb
3mjh_B.pdb	3mjh_B.pdb
5e8j_C.pdb	5e8j_C.pdb
5afw_B.pdb	5afw_B.pdb
7kh0_L.pdb	7kh0_L.pdb
4c5i_C.pdb	4c5i_C.pdb
4z68_E.pdb	4z68_E.pdb
4x3g_C.pdb	4x3g_C.pdb
6pse_C.pdb	6pse_C.pdb
6pse_C.pdb	6psd_B.pdb
5e1b_D.pdb	5e1b_D.pdb
4bxf_C.pdb	4bxf_C.pdb
2vnf_A.pdb	2vnf_A.pdb
2vnf_A.pdb	2z7f_I.pdb
2vnf_A.pdb	5c11_A.pdb
7jhx_C.pdb	7jhx_C.pdb
3vrp_B.pdb	3vrp_B.pdb
6i42_B.pdb	6i42_B.pdb
6b3x_B.pdb	6b3x_B.pdb
3wuv_C.pdb	3wuv_C.pdb
1m2z_B.pdb	1m2z_B.pdb
2pbd_V.pdb	2pbd_V.pdb
2p5e_C.pdb	2p5e_C.pdb
4cy2_C.pdb	4cy2_C.pdb
3utq_C.pdb	3utq_C.pdb
2d1x_P.pdb	2d1x_P.pdb
3ejh_E.pdb	3ejh_E.pdb
3pl7_C.pdb	3pl7_C.pdb
3pl7_C.pdb	3pk1_B.pdb
7mbx_P.pdb	7mbx_P.pdb
3htu_B.pdb	3htu_B.pdb
3htu_B.pdb	7k95_B.pdb
3o34_B.pdb	3o34_B.pdb
3o34_B.pdb	6v3n_C.pdb
5bqe_A.pdb	5bqe_A.pdb
5wrj_F.pdb	5wrj_F.pdb
4auq_B.pdb	4auq_B.pdb
4auq_B.pdb	6hpr_A.pdb
4auq_B.pdb	6w7z_B.pdb
4auq_B.pdb	7ae1_J.pdb
4auq_B.pdb	4v3l_C.pdb
4auq_B.pdb	4a69_C.pdb
4auq_B.pdb	7cj0_A.pdb
4auq_B.pdb	6r17_A.pdb
4auq_B.pdb	6sqo_A.pdb
4auq_B.pdb	5mnj_C.pdb
4auq_B.pdb	5mnj_D.pdb
3bzi_E.pdb	3bzi_E.pdb
2xqn_M.pdb	2xqn_M.pdb
2xqn_M.pdb	6v6f_A.pdb
2xqn_M.pdb	3f1i_H.pdb
2xqn_M.pdb	3fm8_A.pdb
2xqn_M.pdb	6ue7_D.pdb
2xqn_M.pdb	6cwx_B.pdb
4yy6_Z.pdb	4yy6_Z.pdb
3eg9_C.pdb	3eg9_C.pdb
3cjk_B.pdb	3cjk_B.pdb
5twh_E.pdb	5twh_E.pdb
6h6a_E.pdb	6h6a_E.pdb
1lqb_D.pdb	1lqb_D.pdb
1lqb_D.pdb	5l9b_C.pdb
6erh_M.pdb	6erh_M.pdb
1qr1_C.pdb	1qr1_C.pdb
6u3v_B.pdb	6u3v_B.pdb
6u3v_B.pdb	4roc_A.pdb
6u3v_B.pdb	5n9g_A.pdb
6u3v_B.pdb	6obn_A.pdb
6u3v_B.pdb	5j28_A.pdb
6u3v_B.pdb	5inb_A.pdb
6u3v_B.pdb	5ioh_A.pdb
6u3v_B.pdb	4xpn_A.pdb
6u3v_B.pdb	7ae1_C.pdb
6u3v_B.pdb	1ni4_B.pdb
6u3v_B.pdb	1fqv_A.pdb
6u3v_B.pdb	2ast_B.pdb
6u3v_B.pdb	5y2z_B.pdb
6u3v_B.pdb	1ni4_A.pdb
6u3v_B.pdb	4qmg_A.pdb
6u3v_B.pdb	5iso_E.pdb
6u3v_B.pdb	6c9h_C.pdb
6u3v_B.pdb	4h3k_A.pdb
6u3v_B.pdb	6kde_B.pdb
6u3v_B.pdb	6zxe_y.pdb
6u3v_B.pdb	2rje_A.pdb
6u3v_B.pdb	4xh9_A.pdb
6u3v_B.pdb	6l59_B.pdb
6u3v_B.pdb	6l59_A.pdb
6u3v_B.pdb	6kde_A.pdb
6jat_B.pdb	6jat_B.pdb
6jat_B.pdb	3kmz_C.pdb
6jat_B.pdb	3n00_B.pdb
5f0p_D.pdb	5f0p_D.pdb
5iy4_B.pdb	5iy4_B.pdb
4qsy_B.pdb	4qsy_B.pdb
7d8p_C.pdb	7d8p_C.pdb
